Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_1_S2-A1_1_9734.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_2_S2-A2_1_9735.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_3_S2-A3_1_9736.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_1_S2-A4_1_9737.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_2_S2-A5_1_9738.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_3_S2-A6_1_9739.d
Q86X76	Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	4058.89	3168.94	4817.66		2187.32	3239.1
Q86Y39	Q86Y39	NDUAB_HUMAN	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	4145.53	5181.83	4978.2		3256.23	
Q86YM7	Q86YM7	HOME1_HUMAN	HOMER1	Homer protein homolog 1	2771.73	2844.62	3520.93		4004.52	3508.56
Q8IUE6	Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	1572.67	1136.33	925.747			
Q8IUI8	Q8IUI8	CRLF3_HUMAN	CRLF3	Cytokine receptor-like factor 3	974.436					
Q8IUZ5	Q8IUZ5	AT2L2_HUMAN	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	2439.96	1388.95	1559.96	1035.36	1602.77	1853.12
Q8IVD9	Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3		876.399	873.473			1044.7
Q8IVN3	Q8IVN3	MSTN1_HUMAN	MUSTN1	Musculoskeletal embryonic nuclear protein 1	3813.55	4018.44	2494.56		7746	4890.25
Q8IW45	Q8IW45	NNRD_HUMAN	NAXD	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	5998.39	5110.66	3746.9	2573.76	4706.5	4164.88
Q8IWA4	Q8IWA4	MFN1_HUMAN	MFN1	Mitofusin-1			320.594			
Q8IWA5	Q8IWA5	CTL2_HUMAN	SLC44A2	Choline transporter-like protein 2	1277.52	1620.08	1418.91	2963.66	2581.91	1997.84
Q8IWL3	Q8IWL3	HSC20_HUMAN	HSCB	Iron-sulfur cluster co-chaperone protein HscB	506.437		289.225			
Q8IWT0	Q8IWT0	ARCH_HUMAN	ZBTB8OS	Protein archease		691.657	653.1		611.674	
Q8IWW8	Q8IWW8	HOT_HUMAN	ADHFE1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	2395.23	1917.16	3147.85	4745.65	3268.4	
Q8IWX7	Q8IWX7	UN45B_HUMAN	UNC45B	Protein unc-45 homolog B	5495.15	8475.98	7907.25	7999.36	7715.02	12792.1
Q8IXJ6	Q8IXJ6	SIR2_HUMAN	SIRT2	NAD-dependent protein deacetylase sirtuin-2	1076.18	744.889	891.99	1841.47	819.728	1730.59
Q8IXL7	Q8IXL7	MSRB3_HUMAN	MSRB3	Methionine-R-sulfoxide reductase B3	1251.72	2093.38				746.554
Q8IXM3	Q8IXM3	RM41_HUMAN	MRPL41	39S ribosomal protein L41, mitochondrial		1203.14	611.517			
Q8IY17	Q8IY17	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6			378.513			
Q8IYB5	Q8IYB5	SMAP1_HUMAN	SMAP1	Stromal membrane-associated protein 1	44.0243		38.021			
Q8IYB8	Q8IYB8	SUV3_HUMAN	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial			699.433			
Q8IYD1	Q8IYD1	ERF3B_HUMAN	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	2107.67	2112.31	2111.35			
Q8N0U8	Q8N0U8	VKORL_HUMAN	VKORC1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1	1818.9	4171.54	3386.4	2191.54	3160.4	4403.23
Q8N0X4	Q8N0X4	CLYBL_HUMAN	CLYBL	Citramalyl-CoA lyase, mitochondrial		1089.01	2175.56			
Q8N142	Q8N142	PURA1_HUMAN	ADSS1	Adenylosuccinate synthetase isozyme 1	20655.4	28376.8	25372.5	16371	14491.8	12641.9
Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	10798.6	11695.1	10083.4	4236.62	8660.94	9939.64
Q8N335	Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	13421.6	12557.7	11056.6	14661.4	9084.16	8789.91
Q8N3D4	Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	2257.64	2782.24	2219.95			2581.96
Q8N3K9	Q8N3K9	CMYA5_HUMAN	CMYA5	Cardiomyopathy-associated protein 5	5315.36	4611.64	4928.98	4227.54	3447.55	3038.13
Q8N3L3	Q8N3L3	TXLNB_HUMAN	TXLNB	Beta-taxilin	7997.96	8188.59	9225.05	8965.75	13197.4	15693.5
Q8N3V7	Q8N3V7	SYNPO_HUMAN	SYNPO	Synaptopodin	17876	17869.6	14893.3		9606.02	10589.9
Q8N442	Q8N442	GUF1_HUMAN	GUF1	Translation factor GUF1, mitochondrial	1040.14	1008.77	1141.43			
Q8N4T8	Q8N4T8	CBR4_HUMAN	CBR4	3-oxoacyl-[acyl-carrier-protein] reductase	2791.96	2077.95	2052.93	1543.48		
Q8N5K1	Q8N5K1	CISD2_HUMAN	CISD2	CDGSH iron-sulfur domain-containing protein 2		2741.21	1845.73			2244.21
Q8N5M9	Q8N5M9	JAGN1_HUMAN	JAGN1	Protein jagunal homolog 1			822.407	791.3	628.46	1175.81
Q8N5P1	Q8N5P1	ZC3H8_HUMAN	ZC3H8	Zinc finger CCCH domain-containing protein 8		15438.7	8694.88		12617.3	
Q8N8N7	Q8N8N7	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2	4959.33	3400.76	4991.62	2880.95	3775.11	2024.81
Q8NB12	Q8NB12	SMYD1_HUMAN	SMYD1	Histone-lysine N-methyltransferase SMYD1	86466.9	85668.5	93466.1	45797.8	50888	44224.5
Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	3788.57	4098.24	2830.92	4831.56	4894.16	4729.65
Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	680.27	1146.86	570.611	1562.89	2338.33	3242.75
Q8NBU5	Q8NBU5	ATAD1_HUMAN	ATAD1	Outer mitochondrial transmembrane helix translocase	4740.11	4546.99	3974.67		3548.31	2765.04
Q8NBX0	Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	7198.96	4772.82	5208.16	5788.96	3492.71	6272.26
Q8NC51	Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	3205.79	3755.55	1747.13	2768.47	2138.94	2941.79
Q8NCA5	Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	2521.33		3518.78		2216.88	1887.81
Q8NCN5	Q8NCN5	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	590.835	903.17	532.672		934.414	
Q8NCW5	Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	3890.45	3820.61	3198.74	1976.85	4155.5	2541.45
Q8NDH3	Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1	2674.11	3083.03	3921.36	1092.02	1865.98	2188.48
Q8NDY3	Q8NDY3	ARHL1_HUMAN	ADPRHL1	Inactive ADP-ribosyltransferase ARH2	17741.4	27326.4	24447.8	28075.8	18022.8	25857.5
Q8NE71	Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	3351.73	3079.11	3242.28	4371.97	4001.13	5634.47
Q8NE86	Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	2229.21	772.602	1914.68		4577.84	1634.65
Q8NFV4	Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	1796.59	5174.2	3100.44	3463.96	6019.38	3683.66
Q8NHH9	Q8NHH9	ATLA2_HUMAN	ATL2	Atlastin-2	1910.42	1502.84	575.318			
Q8NI60	Q8NI60	COQ8A_HUMAN	COQ8A	Atypical kinase COQ8A, mitochondrial	33179.1	35381.7	43555.5	9571.85	25733.7	9107.08
Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	2300.26	3382	2824.77	2912.25	3890.49	2551.47
Q8TB45	Q8TB45	DPTOR_HUMAN	DEPTOR	DEP domain-containing mTOR-interacting protein	1945.96	2879.21	2459.11	1430.37	1577.98	2649.83
Q8TC07	Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	30520.9	30393	22534.6		20921.7	9745.24
Q8TCA0	Q8TCA0	LRC20_HUMAN	LRRC20	Leucine-rich repeat-containing protein 20	10219.3	14408	11252.1	8635.36	9249.48	6970.09
Q8TCC3	Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	436.185	1362.9				
Q8TCD5	Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	2509.38		2629.91	2966.49	1855.92	3293.46
Q8TCT8	Q8TCT8	SPP2A_HUMAN	SPPL2A	Signal peptide peptidase-like 2A	1671.71	840.705	1165.88	1118.56	1748.67	2752.53
Q8TD30	Q8TD30	ALAT2_HUMAN	GPT2	Alanine aminotransferase 2	1665.97	2489.52	2333.45			
Q8TDC0	Q8TDC0	MYOZ3_HUMAN	MYOZ3	Myozenin-3	8575.67	14320	11478.6	10853.5	22904.5	12653
Q8TDX7	Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	2569.27	2163.26	2388.17	2973.57	2844.56	1687.97
Q8WTS6	Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7	1118.82	823.079	874.123	774.017	901.21	1092.59
Q8WU76	Q8WU76	SCFD2_HUMAN	SCFD2	Sec1 family domain-containing protein 2	627.185	762.302	530.561		1139.97	1217.77
Q8WUM0	Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133		555.413	450.893			865.947
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	4924.7	5818.4	4143.66	3591.71	5596.51	6140.41
Q8WVM8	Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	881.893	1031.78	1443.71	3490.22	1835.8	2166.94
Q8WW22	Q8WW22	DNJA4_HUMAN	DNAJA4	DnaJ homolog subfamily A member 4	2377.1	1631.99	2780.19		3266.32	1142.2
Q8WW59	Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4	1273.05	2568.74	2496.13		1368.7	
Q8WWV3	Q8WWV3	RT4I1_HUMAN	RTN4IP1	Reticulon-4-interacting protein 1, mitochondrial	3266.42	2455.44	2795.43		907.476	
Q8WX93	Q8WX93	PALLD_HUMAN	PALLD	Palladin	876.462	560.885	548.33			
Q8WXH0	Q8WXH0	SYNE2_HUMAN	SYNE2	Nesprin-2			697.744			
Q8WXI9	Q8WXI9	P66B_HUMAN	GATAD2B	Transcriptional repressor p66-beta	3947.24	6706.4	5539.66		1083.3	
Q8WXX0	Q8WXX0	DYH7_HUMAN	DNAH7	Dynein axonemal heavy chain 7	609542	1.2017e+06	810752	931124	1.41893e+06	893076
Q8WY91	Q8WY91	THAP4_HUMAN	THAP4	Peroxynitrite isomerase THAP4	6055.11	6816.01	3127.06	3284.54	6473.04	4198.58
Q8WYQ3	Q8WYQ3	CHC10_HUMAN	CHCHD10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	7782.92		4201.12			
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN	Titin	195872	114088	131597	115453	154873	134096
Q8WZ82	Q8WZ82	OVCA2_HUMAN	OVCA2	Esterase OVCA2	799.119	644.924	920.639		321.386	
Q8WZA9	Q8WZA9	IRGQ_HUMAN	IRGQ	Immunity-related GTPase family Q protein	552.822		620.671			
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	4245.59	4064.47	3964.27	3362.22	3479.37	4266.9
Q92506	Q92506	DHB8_HUMAN	HSD17B8	(3R)-3-hydroxyacyl-CoA dehydrogenase	4047.54	2894.91	2679.61		2487.77	2671.81
Q92523	Q92523	CPT1B_HUMAN	CPT1B	Carnitine O-palmitoyltransferase 1, muscle isoform	8686.42	4322.62	7529.5	10371.2	5228.01	3431.79
Q92530	Q92530	PSMF1_HUMAN	PSMF1	Proteasome inhibitor PI31 subunit	3566.03	4162.05	4626.6		4061.77	4156.5
Q92614	Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa	1846.31	1410.15	2359.96	2976.43	3045.65	3180.16
Q92629	Q92629	SGCD_HUMAN	SGCD	Delta-sarcoglycan	2381.59	3141.31	3339.41	8565.21	4611.84	7415.37
Q92665	Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial	1488.95	1474.27	1297.64		1008.7	
Q92667	Q92667	AKAP1_HUMAN	AKAP1	A-kinase anchor protein 1, mitochondrial	1775.57	960.24	1453.2	1081.7	1078.44	
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A			693.895			1021.73
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	2132.89	1699.1	1549.21	2338.42	3930.05	6779.49
Q92841	Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	2725.09	2660.39	2275.87	3465.52	4076.04	4881.46
Q92879	Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	947.974		653.896			
Q92890	Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1		1623.06	1355.23			
Q92896	Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	861.944		482.627	1159.63	1534.74	2573.97
Q92901	Q92901	RL3L_HUMAN	RPL3L	60S ribosomal protein L3-like	2944.25	2888.5	2985.95	1002.76	2027.53	2294.72
Q92905	Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	1546.8	2712.17	2426.96	1771.41	2340.71	3225.83
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	495.306	491.816	502.274	1458.19	1356.83	2228.04
Q92947	Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	1400		1583.97			
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	691.739	1090.4	708.183	1909.3		2081.98
Q93008	Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	1556.69	656.01	259.775	1026.09	1851.13	1633.84
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	680.547	1007.41	1109.31		764.919	316.584
Q93034	Q93034	CUL5_HUMAN	CUL5	Cullin-5	3674.66	3607.01	3332.15	2445.12	2628.69	3642.54
Q93052	Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	1891.73	1265.34	1875.9		3625.31	1357.12
Q93096	Q93096	TP4A1_HUMAN	PTP4A1	Protein tyrosine phosphatase type IVA 1	933.637					
Q93100	Q93100	KPBB_HUMAN	PHKB	Phosphorylase b kinase regulatory subunit beta	3078.29	7479.41	5315.9	3201.24	2848.32	
Q969G5	Q969G5	CAVN3_HUMAN	CAVIN3	Caveolae-associated protein 3	1659.14	821.857	1725.21		5061	5125.76
Q969M7	Q969M7	UBE2F_HUMAN	UBE2F	NEDD8-conjugating enzyme UBE2F	515.199	563.923	450.648			
Q969T3	Q969T3	SNX21_HUMAN	SNX21	Sorting nexin-21	322.393		315.793		836.489	
Q969T9	Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	1051.39			1733.13		1690.02
Q969X1	Q969X1	LFG3_HUMAN	TMBIM1	Protein lifeguard 3		1128.93	1368.21	1837.7	1166.5	
Q969X5	Q969X5	ERGI1_HUMAN	ERGIC1	Endoplasmic reticulum-Golgi intermediate compartment protein 1		2850.47	662.591		3145.06	5145.36
Q969Z0	Q969Z0	FAKD4_HUMAN	TBRG4	FAST kinase domain-containing protein 4	1185.78	1324.94	1300.52			649.157
Q96A26	Q96A26	F162A_HUMAN	FAM162A	Protein FAM162A	29675	38930.5	31567	12051.5	23144.5	14195.1
Q96A32	Q96A32	MYL11_HUMAN	MYL11	Myosin regulatory light chain 11	447051	1.45676e+06	1.15421e+06	1.34141e+06	1.32572e+06	669257
Q96AB3	Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2	3115.62	4099.68	2961.77		2256.41	1677.43
Q96AC1	Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	5446.15	10415.4	6384.82	12937.5	12157.6	11274
Q96AE4	Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	4133.37	6108.04	4644.58	6565.17	8366.76	8213.76
Q96AN5	Q96AN5	TM143_HUMAN	TMEM143	Transmembrane protein 143	4682.02	5342.47	5676.14	7844.89	2402.98	
Q96AQ6	Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1	6527.31	7268.62	6867.93	11430.1	5555.06	7739.3
Q96B96	Q96B96	LDAF1_HUMAN	LDAF1	Lipid droplet assembly factor 1	914.681	1185.23	1134.23	2565.07	2412.53	2068.11
Q96C23	Q96C23	GALM_HUMAN	GALM	Galactose mutarotase		1050.24	712.662		1570.34	
Q96C86	Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	1181.37	1482.49	1016.92	3068.76	1181.55	1392.65
Q96CM8	Q96CM8	ACSF2_HUMAN	ACSF2	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	2703.17	4261.84	4043.57		3544.92	2254.33
Q96CN7	Q96CN7	ISOC1_HUMAN	ISOC1	Isochorismatase domain-containing protein 1	3626.72	2111.3	2541.54	3664.61	1762.03	3014.63
Q96CT7	Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	2213.62	3020.96	1919.15		2078.04	2683.65
Q96CX2	Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12		1307.08	1487.15	2911.88	3872.38	4950.77
Q96D15	Q96D15	RCN3_HUMAN	RCN3	Reticulocalbin-3						4053.67
Q96DB5	Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	1932.08	5179.95	2638.23	2820.16	2262.63	3680.77
Q96DC8	Q96DC8	ECHD3_HUMAN	ECHDC3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	4073.24	10479.5	5103.15	20840.9	11227	5167.29
Q96DD0	Q96DD0	LRC39_HUMAN	LRRC39	Leucine-rich repeat-containing protein 39	2856.1	2450.57	1602.78		2533.84	1396.97
Q96DG6	Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	56198.6	86556.8	89937.9	29462.7	32124.2	26644.6
Q96DH6	Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	1773.79	1825.56	978.165		1898.02	1723.33
Q96DV4	Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial		1628.59	644.647			554.584
Q96E52	Q96E52	OMA1_HUMAN	OMA1	Metalloendopeptidase OMA1, mitochondrial		1164.27	1184.84	1788.48	1431.92	
Q96EK9	Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	4181.99	5904	9054.03		3080.16	
Q96EY1	Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	2792.76	3841.12	4376.87	1437.96		1655.76
Q96EY7	Q96EY7	PTCD3_HUMAN	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	2014.65	2931.76	1407.17		2572.71	1349.45
Q96EY8	Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase MMAB		2020.86	273.173			
Q96F85	Q96F85	CNRP1_HUMAN	CNRIP1	CB1 cannabinoid receptor-interacting protein 1			43.8751		846.813	
Q96FJ2	Q96FJ2	DYL2_HUMAN	DYNLL2	Dynein light chain 2, cytoplasmic	3487.24	4490.42	3140.42		4258.02	3880.35
Q96FQ6	Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	760.159				2642.05	5845.46
Q96FV2	Q96FV2	SCRN2_HUMAN	SCRN2	Secernin-2	4495.8	3594.48	2619.8	3358.63	3101.13	4093.02
Q96FW1	Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	5579	5848.08	4192.29	6112.39	6650.48	6074.06
Q96GE9	Q96GE9	DMAC1_HUMAN	DMAC1	Distal membrane-arm assembly complex protein 1		3363.1	1108.43	3060.97		1691.1
Q96GG9	Q96GG9	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	1942.62	1962.75	1507.8	2973.87	3135.48	3227.02
Q96GK7	Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	2416.01	2925.88	2668.1	2567.66	3145.74	2585.72
Q96HC4	Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	566164	584975	517738	109972	488039	436769
Q96HD1	Q96HD1	CREL1_HUMAN	CRELD1	Protein disulfide isomerase CRELD1			853.075		1206.35	
Q96HN2	Q96HN2	SAHH3_HUMAN	AHCYL2	Adenosylhomocysteinase 3	5532.94	5824.66	4289.27	5194.5	5372.41	7990.23
Q96HY6	Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1		760.594	288.146	648.47		690.119
Q96I99	Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	2268.33	2373.85	2832.91	3210.26	1899.59	1123.44
Q96IU4	Q96IU4	ABHEB_HUMAN	ABHD14B	Putative protein-lysine deacylase ABHD14B	7406.69	11328.6	7441.45	7103.2	8359.33	11061.2
Q96IX5	Q96IX5	ATPMK_HUMAN	ATP5MK	ATP synthase membrane subunit K, mitochondrial	13242.3	13685.9	11173.6	12452.8	11243.9	7972.95
Q96JJ7	Q96JJ7	TMX3_HUMAN	TMX3	Protein disulfide-isomerase TMX3	2787.78	2958.64	2541.69	5517.03	4564.71	3690.33
Q96JX3	Q96JX3	SRAC1_HUMAN	SERAC1	Protein SERAC1		5881.01	5930.43		1708.55	
Q96K17	Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	3627.36	4235.64	4367.17	4508.75	5163.45	6489.93
Q96K76	Q96K76	UBP47_HUMAN	USP47	Ubiquitin carboxyl-terminal hydrolase 47	638.607	1073.5	156.649		710.017	918.405
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	2517.69	2541.68	2457.86	1936.66	2899.99	2451.41
Q96L92	Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	901.277					
Q96L96	Q96L96	ALPK3_HUMAN	ALPK3	Alpha-protein kinase 3	445.599	417.397	332.055			
Q96LW7	Q96LW7	CAR19_HUMAN	CARD19	Caspase recruitment domain-containing protein 19	768.412	1099.46	1110.75			
Q96MF2	Q96MF2	STAC3_HUMAN	STAC3	SH3 and cysteine-rich domain-containing protein 3	3107.33	3205.4	2702.69	2750.24	2852.26	2998.37
Q96MF6	Q96MF6	CQ10A_HUMAN	COQ10A	Coenzyme Q-binding protein COQ10 homolog A, mitochondrial	5476.99	5928.87	8098.16	753.21	2593.51	6393.29
Q96MG2	Q96MG2	JSPR1_HUMAN	JSRP1	Junctional sarcoplasmic reticulum protein 1	9700.8	10944.2	13852.5	3715.73	5723.92	7108.64
Q96MM6	Q96MM6	HS12B_HUMAN	HSPA12B	Heat shock 70 kDa protein 12B	507.508	1170.83	693.419		1457.21	
Q96NA2	Q96NA2	RILP_HUMAN	RILP	Rab-interacting lysosomal protein	532.934	1013.25	998.915	704.947	1084.18	
Q96PE7	Q96PE7	MCEE_HUMAN	MCEE	Methylmalonyl-CoA epimerase, mitochondrial	1550.66	1888.6				
Q96Q06	Q96Q06	PLIN4_HUMAN	PLIN4	Perilipin-4	8883.26	8397.81	8727.38	12564.5	9998.88	7887.06
Q96Q27	Q96Q27	ASB2_HUMAN	ASB2	Ankyrin repeat and SOCS box protein 2	5710.63	8001.73	6882.91	22413.5		
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	2483.61	1735.51	1210.53	3262.92	3512.67	4194.62
Q96QR8	Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta					1061.34	
Q96RP9	Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial	929.197	1193.16	1374.77	1330.1		
Q96RQ3	Q96RQ3	MCCA_HUMAN	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	2658.63	6920.54	4256.28			
Q96S19	Q96S19	MTL26_HUMAN	METTL26	Methyltransferase-like 26	2310.97	2438.25	2027.03		2784.33	2873.02
Q96S99	Q96S99	PKHF1_HUMAN	PLEKHF1	Pleckstrin homology domain-containing family F member 1	497.695	342.293	450.459			
Q99436	Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7	1769.05	2623.56	3005.51	3331.76	3339.95	8104.6
Q99447	Q99447	PCY2_HUMAN	PCYT2	Ethanolamine-phosphate cytidylyltransferase	1804.83	2590.54	2782.37			
Q99460	Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	4537.36	4580.07	4345.61	5321.21	6966.88	8680.44
Q99471	Q99471	PFD5_HUMAN	PFDN5	Prefoldin subunit 5		2816.05	2750.29		2883.39	
Q99497	Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	44327.1	59052.8	56039.6	65276.1	49149.2	45485.3
Q99541	Q99541	PLIN2_HUMAN	PLIN2	Perilipin-2	4720.36	3180.59	2449.09		3076.44	2936.62
Q99584	Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	7617.22	15742.3	16849.6	10564.8	15239.5	33062.3
Q99598	Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X		928.189	1087.03			1667.22
Q99613	Q99613	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C	2055.08	2226.86	2744.14			2918.35
Q99623	Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	18942	20268.6	21157.3	23115.3	15143.9	10527.4
Q99627	Q99627	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8	4503.64	5657.55	8308.32	4725.44	8734.46	8560.23
Q99643	Q99643	C560_HUMAN	SDHC	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	14194.7	20181.8	25602.5	5127.49	13069.7	3353.75
Q99653	Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1	2080.82	2865.6	2231.7	2651.91	1909.61	2169.47
